小区名称,类型,区域(行政区),商圈板块,城市,数据来源
同润菲诗艾伦商住楼,商业,松江,泗泾,上海,fang.com
蓝亭公寓,商业,松江,泗泾,上海,fang.com
其灵公寓,商业,松江,泗泾,上海,fang.com
松江铂金公馆,商业,松江,泗泾,上海,fang.com
洞泾综合市场,商业,松江,洞泾,上海,fang.com
海茂公寓商住楼,商业,松江,洞泾,上海,fang.com
美善新天地,商业,松江,洞泾,上海,fang.com
佘山假日半岛商住楼,商业,松江,洞泾,上海,fang.com
沈砖公路6088号小区,商业,松江,洞泾,上海,fang.com
中海悦庭商住楼,商业,松江,洞泾,上海,fang.com
颖创白领公寓,商业,松江,洞泾,上海,fang.com
好莱坞花园公寓商住楼,商业,松江,车墩,上海,fang.com
同润青年汇,商业,松江,车墩,上海,fang.com
雅居乐星徽商住楼,商业,松江,车墩,上海,fang.com
海宏大厦,商业,浦东,三林,上海,fang.com
万富汇酒店式公寓,商业,浦东,三林,上海,fang.com
中房晶华公馆商住楼,商业,浦东,三林,上海,fang.com
顾源公寓,商业,浦东,三林,上海,fang.com
森宏旗臻,商业,浦东,三林,上海,fang.com
杉林新月家园商住楼,商业,浦东,三林,上海,fang.com
三林信城瑞商住楼,商业,浦东,三林,上海,fang.com
海家酒店式公寓,商业,浦东,三林,上海,fang.com
豪祖公寓,商业,浦东,三林,上海,fang.com
灵岩南路公寓,商业,浦东,三林,上海,fang.com
爵仕悦恒大国际公寓,商业,浦东,世博,上海,fang.com
上南大厦,商业,浦东,世博,上海,fang.com
博爱家园商住楼,商业,浦东,世博,上海,fang.com
城建大厦,商业,浦东,世博,上海,fang.com
东盛公寓商住楼,商业,浦东,世博,上海,fang.com
大华锦绣国际商住楼,商业,浦东,世博,上海,fang.com
汇众公寓商住楼,商业,浦东,世博,上海,fang.com
浦东商场(昌里店)商住楼,商业,浦东,世博,上海,fang.com
逸翠公馆商住楼,商业,浦东,世博,上海,fang.com
成山路1025号,商业,浦东,世博,上海,fang.com
互欣商务酒店写字楼商住楼,写字楼,浦东,世纪公园,上海,fang.com
盛第大厦,商业,浦东,世纪公园,上海,fang.com
四季全景台商住楼,商业,浦东,世纪公园,上海,fang.com
禹洲城市广场商住楼,商业,浦东,临港新城,上海,fang.com
临港海滨时代,商业,浦东,临港新城,上海,fang.com
临港新世界休闲广场,商业,浦东,临港新城,上海,fang.com
滴水湖斯贤公寓(南苑),商业,浦东,临港新城,上海,fang.com
领第·金港世纪,商业,浦东,临港新城,上海,fang.com
书院1号公寓商住楼,商业,浦东,临港新城,上海,fang.com
宜浩公馆,商业,浦东,临港新城,上海,fang.com
紫菁庭商住楼,商业,浦东,临港新城,上海,fang.com
书院禹洲城市广场,商业,浦东,书院,上海,fang.com
海上国际花园二期商住楼,商业,浦东,北蔡,上海,fang.com
莲溪大楼商住楼,商业,浦东,北蔡,上海,fang.com
浦东会展大酒店商住楼,商业,浦东,北蔡,上海,fang.com
堆栈路2号,商业,浦东,北蔡,上海,fang.com
金茂商务公寓,商业,浦东,北蔡,上海,fang.com
东方明珠国际公寓商住楼,商业,浦东,南码头,上海,fang.com
海博大厦公寓,商业,浦东,南码头,上海,fang.com
华丰大楼(浦东)商住楼,商业,浦东,南码头,上海,fang.com
慧晶国际,商业,浦东,周浦,上海,fang.com
印象生活广场,商业,浦东,周浦,上海,fang.com
阳光城丽景湾PLUS商住楼,商业,浦东,周浦,上海,fang.com
百禄商业广场商住楼,商业,浦东,周浦,上海,fang.com
东八公寓商住楼,商业,浦东,周浦,上海,fang.com
繁荣路387号商住楼,商业,浦东,周浦,上海,fang.com
富颐国际大酒店,商业,浦东,周浦,上海,fang.com
绿地东海岸时尚广场商住楼,商业,浦东,周浦,上海,fang.com
泰苑公寓商住楼,商业,浦东,周浦,上海,fang.com
梧桐国际商住楼,商业,浦东,周浦,上海,fang.com
阳光城·愉景公馆商住楼,商业,浦东,周浦,上海,fang.com
保利金爵公寓商住楼,商业,浦东,唐镇,上海,fang.com
金利公寓商住楼,商业,浦东,唐镇,上海,fang.com
凯顿阳光服务公寓,商业,浦东,唐镇,上海,fang.com
星纪元,商业,浦东,唐镇,上海,fang.com
君誉江畔,商业,浦东,塘桥,上海,fang.com
东方天伦大厦公寓,商业,浦东,塘桥,上海,fang.com
东方金座公寓商住楼,商业,浦东,塘桥,上海,fang.com
海富花园写字楼,写字楼,浦东,塘桥,上海,fang.com
蓝村大厦,商业,浦东,塘桥,上海,fang.com
浦建华府商住楼,商业,浦东,塘桥,上海,fang.com
仁恒广场公寓,商业,浦东,塘桥,上海,fang.com
享域滨江商住楼,商业,浦东,塘桥,上海,fang.com
森兰美伦商住楼,商业,浦东,外高桥,上海,fang.com
发展小区,商业,浦东,外高桥,上海,fang.com
高桥红坊LOFT公寓,商业,浦东,外高桥,上海,fang.com
高桥新城商业街商务楼,商业,浦东,外高桥,上海,fang.com
乐非天地,商业,浦东,外高桥,上海,fang.com
浦东中环广场商住楼,商业,浦东,外高桥,上海,fang.com
森兰自由度,商业,浦东,外高桥,上海,fang.com
绿地云悦坊商住楼,商业,浦东,川沙,上海,fang.com
川沙公寓商住楼,商业,浦东,川沙,上海,fang.com
东方现代LOFT公寓,商业,浦东,川沙,上海,fang.com
恒越生活广场,商业,浦东,川沙,上海,fang.com
凯佳尊品国际商住楼,商业,浦东,川沙,上海,fang.com
龙馨公寓商住楼,商业,浦东,川沙,上海,fang.com
妙境公寓商住楼,商业,浦东,川沙,上海,fang.com
浦东国际机场商住楼,商业,浦东,川沙,上海,fang.com
浦东商场(现代店)商住楼,商业,浦东,川沙,上海,fang.com
沙田公寓商住楼,商业,浦东,川沙,上海,fang.com
逗号公寓,商业,浦东,川沙,上海,fang.com
海迪创客小镇,商业,浦东,川沙,上海,fang.com
乐佳公寓,商业,浦东,川沙,上海,fang.com
康新公馆,商业,浦东,康桥,上海,fang.com
张江公馆,商业,浦东,张江,上海,fang.com
盛大天地青春里一期,商业,浦东,张江,上海,fang.com
城市经典四期高迪商住楼,商业,浦东,张江,上海,fang.com
东郊中心商住楼,商业,浦东,张江,上海,fang.com
华强科技大厦,商业,浦东,张江,上海,fang.com
集贤天地,商业,浦东,张江,上海,fang.com
绿地智创商住楼,商业,浦东,张江,上海,fang.com
绿地M-TOWN商住楼,商业,浦东,张江,上海,fang.com
千舟园,商业,浦东,张江,上海,fang.com
盛大天地商住楼,商业,浦东,张江,上海,fang.com
中芯花园商住楼,商业,浦东,张江,上海,fang.com
复地万科活力城,商业,浦东,御桥,上海,fang.com
建华铂中环商住楼,商业,浦东,御桥,上海,fang.com
康桥阳光大厦商住楼,商业,浦东,御桥,上海,fang.com
莲珠大厦商住楼,商业,浦东,御桥,上海,fang.com
瑞景公寓(瑞景商务苑),商业,浦东,御桥,上海,fang.com
瑞景商务公寓商住楼,商业,浦东,御桥,上海,fang.com
绿地峰汇商务广场商住楼,商业,浦东,惠南,上海,fang.com
禹洲商业广场商住楼,商业,浦东,惠南,上海,fang.com
浦东微谷,商业,浦东,惠南,上海,fang.com
浦东禹悦汇商住楼,商业,浦东,惠南,上海,fang.com
爱盛家园商住楼,商业,浦东,惠南,上海,fang.com
长城珑湾酒店式公寓,商业,浦东,惠南,上海,fang.com
都汇公馆,商业,浦东,惠南,上海,fang.com
方糖公寓,商业,浦东,惠南,上海,fang.com
惠城大厦写字楼,写字楼,浦东,惠南,上海,fang.com
海燕大厦商住楼,商业,浦东,惠南,上海,fang.com
惠南禹洲商业广场商住楼,商业,浦东,惠南,上海,fang.com
郡雅国际航空广场,商业,浦东,惠南,上海,fang.com
浦东商场(南汇店)商住楼,商业,浦东,惠南,上海,fang.com
上河商务园商住楼,商业,浦东,惠南,上海,fang.com
长城珑湾商住楼,商业,浦东,惠南,上海,fang.com
荷花路18号小区,商业,浦东,新场,上海,fang.com
悦天地,商业,浦东,曹路,上海,fang.com
宝龙公馆商住楼,商业,浦东,曹路,上海,fang.com
宝龙城市广场商住楼,商业,浦东,曹路,上海,fang.com
宝龙城市广场商住公寓,商业,浦东,曹路,上海,fang.com
恒越新都汇,商业,浦东,曹路,上海,fang.com
浦发振丰悦天地,商业,浦东,曹路,上海,fang.com
陆家嘴人才公寓商住楼,商业,浦东,杨东,上海,fang.com
万源杰座,商业,浦东,杨东,上海,fang.com
万源杰座公寓式酒店,商业,浦东,杨东,上海,fang.com
环球广场公寓,商业,浦东,梅园,上海,fang.com
中信五牛城,商业,浦东,梅园,上海,fang.com
良丰大厦商住楼,商业,浦东,梅园,上海,fang.com
八方大厦公寓商住楼,商业,浦东,梅园,上海,fang.com
海怡花园(浦东)商住楼,商业,浦东,梅园,上海,fang.com
上船大楼商住楼,商业,浦东,梅园,上海,fang.com
万源晶典商住楼,商业,浦东,梅园,上海,fang.com
珠江玫瑰花园商住楼,商业,浦东,梅园,上海,fang.com
鸿音广场商住楼,商业,浦东,泥城,上海,fang.com
绿地东海岸1天地,商业,浦东,泥城,上海,fang.com
绿地临港壹天地,商业,浦东,泥城,上海,fang.com
丽都华庭商住楼,商业,浦东,泥城,上海,fang.com
临港新侨新兴产业园,商业,浦东,泥城,上海,fang.com
陆家嘴创业街区商住楼,商业,浦东,洋泾,上海,fang.com
银月金融湾,商业,浦东,洋泾,上海,fang.com
爵士大厦写字楼,写字楼,浦东,源深,上海,fang.com
锦城大厦,商业,浦东,源深,上海,fang.com
雅景公寓商住楼,商业,浦东,源深,上海,fang.com
众城公寓商住楼,商业,浦东,源深,上海,fang.com
京城大厦,商业,浦东,潍坊,上海,fang.com
保利ONE56商住楼,商业,浦东,潍坊,上海,fang.com
百富达公寓商住楼,商业,浦东,潍坊,上海,fang.com
嘉德公寓商住楼,商业,浦东,潍坊,上海,fang.com
北浜路112号,商业,浦东,潍坊,上海,fang.com
北张家浜公寓,商业,浦东,潍坊,上海,fang.com
碧云钻石酒店公寓,商业,浦东,碧云,上海,fang.com
碧云钻石大厦,商业,浦东,碧云,上海,fang.com
凤凰大厦商住楼,商业,浦东,碧云,上海,fang.com
绿都绣云里商住楼,商业,浦东,祝桥,上海,fang.com
祝苑公寓商住楼,商业,浦东,祝桥,上海,fang.com
浦东佳纷天地商住楼,商业,浦东,联洋,上海,fang.com
亿联中心摩居,商业,浦东,航头,上海,fang.com
航川路88号商住楼,商业,浦东,航头,上海,fang.com
中洲里程尚公馆,商业,浦东,航头,上海,fang.com
陆家嘴中央公寓商住楼,商业,浦东,花木,上海,fang.com
东方广场,商业,浦东,金杨,上海,fang.com
蜂巢公寓,商业,浦东,金杨,上海,fang.com
金茂花园写字楼,写字楼,浦东,金杨,上海,fang.com
上海市浦东商场(博山东路店)商住楼,商业,浦东,金杨,上海,fang.com
城市e族连锁公寓(浦东),商业,浦东,金杨,上海,fang.com
骏逸酒店式公寓,商业,浦东,金杨,上海,fang.com
碧云公馆公寓,商业,浦东,金桥,上海,fang.com
禹洲金桥国际二期写字楼,写字楼,浦东,金桥,上海,fang.com
碧海现代苑写字楼,写字楼,浦东,金桥,上海,fang.com
金桥智汇公馆商住楼,商业,浦东,金桥,上海,fang.com
融创精彩天地商住楼,商业,浦东,金桥,上海,fang.com
禹洲蓝爵,商业,浦东,金桥,上海,fang.com
爱立诚大厦,商业,浦东,金桥,上海,fang.com
碧云东壹栋公寓,商业,浦东,金桥,上海,fang.com
金桥中环大厦,商业,浦东,金桥,上海,fang.com
金桥路581号,商业,浦东,金桥,上海,fang.com
金桥商务公寓,商业,浦东,金桥,上海,fang.com
上海医贸大厦商住楼,商业,浦东,金桥,上海,fang.com
同华大厦,商业,浦东,金桥,上海,fang.com
新紫茂国际商住楼,商业,浦东,金桥,上海,fang.com
禹洲金桥国际写字楼,写字楼,浦东,金桥,上海,fang.com
中惠广场,商业,浦东,金桥,上海,fang.com
佰家酒店式公寓,商业,浦东,金桥,上海,fang.com
C九酒店式公寓,商业,浦东,金桥,上海,fang.com
金业酒店公寓,商业,浦东,金桥,上海,fang.com
魔方公寓金业店,商业,浦东,金桥,上海,fang.com
东明广场,商业,浦东,陆家嘴,上海,fang.com
东昌大楼,商业,浦东,陆家嘴,上海,fang.com
福兴大厦商住楼,商业,浦东,陆家嘴,上海,fang.com
良友大厦商住楼,商业,浦东,陆家嘴,上海,fang.com
浦发银行大厦,商业,浦东,陆家嘴,上海,fang.com
汤臣商务中心,商业,浦东,陆家嘴,上海,fang.com
远东大厦商住楼,商业,浦东,陆家嘴,上海,fang.com
紫金瀚宫商住楼,商业,浦东,陆家嘴,上海,fang.com
世纪大道201号,商业,浦东,陆家嘴滨江,上海,fang.com
浦江东旭公寓商住楼,商业,浦东,高行,上海,fang.com
仁恒森兰MINI公馆,商业,浦东,高行,上海,fang.com
申龙小区商住楼,商业,浦东,高行,上海,fang.com
阳光城MODO自由区,商业,浦东,高行,上海,fang.com
欧阳大厦,商业,虹口,临平路,上海,fang.com
中信虹港名庭酒店式公寓,商业,虹口,临平路,上海,fang.com
东渡名人大厦公寓,商业,虹口,临平路,上海,fang.com
广益大厦,商业,虹口,临平路,上海,fang.com
虹诚大厦,商业,虹口,临平路,上海,fang.com
和平大楼,商业,虹口,临平路,上海,fang.com
宏伦大厦,商业,虹口,临平路,上海,fang.com
海伦大厦,商业,虹口,临平路,上海,fang.com
和平商厦商住楼,商业,虹口,临平路,上海,fang.com
欧阳大厦公寓,商业,虹口,临平路,上海,fang.com
平和大楼,商业,虹口,临平路,上海,fang.com
麒麟大厦写字楼,写字楼,虹口,临平路,上海,fang.com
乾鸿苑,商业,虹口,临平路,上海,fang.com
麒麟大厦,商业,虹口,临平路,上海,fang.com
盛业大厦,商业,虹口,临平路,上海,fang.com
四联大厦,商业,虹口,临平路,上海,fang.com
物华大楼,商业,虹口,临平路,上海,fang.com
玉龙大厦,商业,虹口,临平路,上海,fang.com
振新大厦写字楼,写字楼,虹口,临平路,上海,fang.com
中原证券大厦公寓,商业,虹口,临平路,上海,fang.com
振新大厦商住楼,商业,虹口,临平路,上海,fang.com
紫金公馆,商业,虹口,凉城,上海,fang.com
大上海紫金广场写字楼,写字楼,虹口,凉城,上海,fang.com
SOLO,商业,虹口,凉城,上海,fang.com
鸿旭豪苑,商业,虹口,北外滩,上海,fang.com
临江大厦,商业,虹口,北外滩,上海,fang.com
恒升半岛酒店公寓,商业,虹口,北外滩,上海,fang.com
扬子江大厦,商业,虹口,北外滩,上海,fang.com
安国大楼,商业,虹口,北外滩,上海,fang.com
长江大楼公寓,商业,虹口,北外滩,上海,fang.com
东泰大厦公寓,商业,虹口,北外滩,上海,fang.com
福赐公寓,商业,虹口,北外滩,上海,fang.com
河滨大楼写字楼,写字楼,虹口,北外滩,上海,fang.com
鸿旭豪苑写字楼,写字楼,虹口,北外滩,上海,fang.com
河滨大楼,商业,虹口,北外滩,上海,fang.com
海湾大厦,商业,虹口,北外滩,上海,fang.com
景泰大楼,商业,虹口,北外滩,上海,fang.com
兰桥大厦,商业,虹口,北外滩,上海,fang.com
虹口索纳特酒店公寓,商业,虹口,北外滩,上海,fang.com
荀珺酒店式公寓,商业,虹口,北外滩,上海,fang.com
乍浦路92号,商业,虹口,北外滩,上海,fang.com
海伦国际,商业,虹口,四川北路,上海,fang.com
福龙大厦,商业,虹口,四川北路,上海,fang.com
民达大厦商住公楼,商业,虹口,四川北路,上海,fang.com
荣欣大厦商住楼,商业,虹口,四川北路,上海,fang.com
龙邸大厦,商业,虹口,四川北路,上海,fang.com
虹祺花苑,商业,虹口,四川北路,上海,fang.com
金象大厦,商业,虹口,四川北路,上海,fang.com
精武大厦公寓,商业,虹口,四川北路,上海,fang.com
凯润金城写字楼,写字楼,虹口,四川北路,上海,fang.com
溧阳公馆,商业,虹口,四川北路,上海,fang.com
玫瑰广场,商业,虹口,四川北路,上海,fang.com
虬江支路181号小区,商业,虹口,四川北路,上海,fang.com
申贝大厦写字楼,写字楼,虹口,四川北路,上海,fang.com
申贝大厦,商业,虹口,四川北路,上海,fang.com
武进大楼,商业,虹口,四川北路,上海,fang.com
沪办大厦商住楼,商业,虹口,曲阳,上海,fang.com
华敏大厦,商业,虹口,曲阳,上海,fang.com
铂金时代,商业,虹口,曲阳,上海,fang.com
峰华大楼写字楼,写字楼,虹口,曲阳,上海,fang.com
峰华大楼商住楼,商业,虹口,曲阳,上海,fang.com
公安大楼写字楼,写字楼,虹口,曲阳,上海,fang.com
开隆大厦,商业,虹口,曲阳,上海,fang.com
南雁大厦,商业,虹口,曲阳,上海,fang.com
曲阳大楼写字楼,写字楼,虹口,曲阳,上海,fang.com
上豪大厦,商业,虹口,曲阳,上海,fang.com
新昌大厦商住楼,商业,虹口,曲阳,上海,fang.com
展望商务楼,商业,虹口,曲阳,上海,fang.com
魔方公寓大柏树路店,商业,虹口,曲阳,上海,fang.com
上海欣鹏大酒店,商业,虹口,曲阳,上海,fang.com
上海贝客公寓(虹口),商业,虹口,曲阳,上海,fang.com
车站西路300弄10-12号小区,商业,虹口,江湾镇,上海,fang.com
凯阳新寓,商业,虹口,江湾镇,上海,fang.com
三九大厦写字楼,写字楼,虹口,江湾镇,上海,fang.com
嘉和国际大厦商住楼,商业,虹口,鲁迅公园,上海,fang.com
庐迅大厦,商业,虹口,鲁迅公园,上海,fang.com
申城旅居白领公寓,商业,虹口,鲁迅公园,上海,fang.com
天都华庭公寓商住楼,商业,金山,亭林,上海,fang.com
绿地幸福里商住楼,商业,金山,吕巷,上海,fang.com
农房万祥金邸商住楼,商业,金山,朱泾,上海,fang.com
万安荣寓,商业,金山,朱泾,上海,fang.com
枫禾别院,商业,金山,枫泾,上海,fang.com
华丰格兰郡商住楼,商业,金山,枫泾,上海,fang.com
兴康公寓,商业,金山,枫泾,上海,fang.com
上海石化青年公寓,商业,金山,石化,上海,fang.com
上海非遗文化小镇,商业,金山,金山其他,上海,fang.com
华府海景商住楼,商业,金山,金山新城,上海,fang.com
海滨新城商住楼,商业,金山,金山新城,上海,fang.com
红星紫郡商住楼,商业,金山,金山新城,上海,fang.com
金山豪庭商务楼,商业,金山,金山新城,上海,fang.com
晶珑俪榭,商业,金山,金山新城,上海,fang.com
金山红星国际广场商住公寓,商业,金山,金山新城,上海,fang.com
金山世纪城商住楼,商业,金山,金山新城,上海,fang.com
君逸公馆商住楼,商业,金山,金山新城,上海,fang.com
金域蔚蓝商住楼,商业,金山,金山新城,上海,fang.com
玲珑公馆,商业,金山,金山新城,上海,fang.com
蓝堡公馆商铺商住楼,商铺,金山,金山新城,上海,fang.com
蓝堡公馆商住楼,商业,金山,金山新城,上海,fang.com
青年公寓商住楼,商业,金山,金山新城,上海,fang.com
水韵悦城商住楼,商业,金山,金山新城,上海,fang.com
禧阙,商业,金山,金山新城,上海,fang.com
新城旭辉府商住楼,商业,金山,金山新城,上海,fang.com
正荣河滨商业广场,商业,金山,金山新城,上海,fang.com
虹桥向日葵公寓,商业,长宁,中山公园,上海,fang.com
长峰名光大厦公寓,商业,长宁,中山公园,上海,fang.com
建宁大厦,商业,长宁,中山公园,上海,fang.com
新时空国际公寓,商业,长宁,中山公园,上海,fang.com
兆仪大厦,商业,长宁,中山公园,上海,fang.com
柏华丽豪华酒店公寓,商业,长宁,中山公园,上海,fang.com
长芝大厦商住楼,商业,长宁,中山公园,上海,fang.com
飞乐股份商务楼,商业,长宁,中山公园,上海,fang.com
国泰大厦,商业,长宁,中山公园,上海,fang.com
兴联大厦商住楼,商业,长宁,中山公园,上海,fang.com
恰家公馆,商业,长宁,中山公园,上海,fang.com
长福公寓,商业,长宁,仙霞,上海,fang.com
威宁路55号小区,商业,长宁,仙霞,上海,fang.com
逸居酒店式公寓,商业,长宁,北新泾,上海,fang.com
万科广场,商业,长宁,古北,上海,fang.com
广场大厦商住楼,商业,长宁,古北,上海,fang.com
领尚国际,商业,长宁,古北,上海,fang.com
万科广场公寓商住楼,商业,长宁,古北,上海,fang.com
长宁里,商业,长宁,天山,上海,fang.com
纯古北光华大厦,商业,长宁,天山,上海,fang.com
虹桥公寓,商业,长宁,天山,上海,fang.com
晶耀虹桥,商业,长宁,天山,上海,fang.com
上海璞爵酒店公寓,商业,长宁,天山,上海,fang.com
紫云大厦写字楼,写字楼,长宁,天山,上海,fang.com
中山西路750号,商业,长宁,天山,上海,fang.com
长峰中心聚贤阁商住楼,商业,长宁,新华路,上海,fang.com
福苑大厦,商业,长宁,新华路,上海,fang.com
法华门大厦公寓商住楼,商业,长宁,新华路,上海,fang.com
华山路1473号商住楼,商业,长宁,新华路,上海,fang.com
锦海大厦,商业,长宁,新华路,上海,fang.com
京河大厦商住楼,商业,长宁,新华路,上海,fang.com
时代大厦,商业,长宁,新华路,上海,fang.com
新华大厦商住楼,商业,长宁,新华路,上海,fang.com
湘江大厦商住楼,商业,长宁,新华路,上海,fang.com
总统公寓,商业,长宁,新华路,上海,fang.com
佳都大厦,商业,长宁,虹桥,上海,fang.com
金桥大厦,商业,长宁,虹桥,上海,fang.com
锦明大厦写字楼,写字楼,长宁,虹桥,上海,fang.com
锦明大厦商住楼,商业,长宁,虹桥,上海,fang.com
仙霞里,商业,长宁,西郊,上海,fang.com
悦茂·可乐公馆,商业,长宁,西郊,上海,fang.com
金凤大厦,商业,长宁,镇宁路,上海,fang.com
金龙大厦商住楼,商业,长宁,镇宁路,上海,fang.com
荣轩大厦,商业,长宁,镇宁路,上海,fang.com
畅想苑商住楼,商业,闵行,七宝,上海,fang.com
黎明花园商住楼,商业,闵行,七宝,上海,fang.com
尚城河滨,商业,闵行,七宝,上海,fang.com
百强公寓,商业,闵行,七宝,上海,fang.com
城家公寓(中春路店),商业,闵行,七宝,上海,fang.com
城家公寓(华林路店),商业,闵行,七宝,上海,fang.com
城家公寓(七宝万科国际店),商业,闵行,七宝,上海,fang.com
海琪青年公寓,商业,闵行,七宝,上海,fang.com
基典公寓,商业,闵行,七宝,上海,fang.com
开心怡家公寓七宝店,商业,闵行,七宝,上海,fang.com
闵行人才酒店式公寓,商业,闵行,七宝,上海,fang.com
世纪白领公寓,商业,闵行,七宝,上海,fang.com
益佰酒店式公寓,商业,闵行,七宝,上海,fang.com
宏远商务大楼,商业,闵行,华漕,上海,fang.com
惠群广场,商业,闵行,华漕,上海,fang.com
绿地旭辉E天地商住楼,商业,闵行,华漕,上海,fang.com
融信绿地国际商住楼,商业,闵行,华漕,上海,fang.com
勤发白领公寓,商业,闵行,华漕,上海,fang.com
宝城大厦商住楼,商业,闵行,古美,上海,fang.com
爱佳酒店式公寓,商业,闵行,古美,上海,fang.com
虹梅新苑南区商住楼,商业,闵行,吴泾,上海,fang.com
吴泾宝龙广场商住楼,商业,闵行,吴泾,上海,fang.com
智择时尚公寓,商业,闵行,吴泾,上海,fang.com
北建华清商业广场商住楼,商业,闵行,春申,上海,fang.com
银都酒店式公寓,商业,闵行,春申,上海,fang.com
力波中心,商业,闵行,梅陇,上海,fang.com
复地浦江中心商住楼,商业,闵行,浦江,上海,fang.com
景江苑E区商住楼,商业,闵行,浦江,上海,fang.com
领航社商住楼,商业,闵行,浦江,上海,fang.com
浦江华侨城写字楼,写字楼,闵行,浦江,上海,fang.com
浦江华侨城loft,商业,闵行,浦江,上海,fang.com
浦江意优商住楼,商业,闵行,浦江,上海,fang.com
浦江人才公寓,商业,闵行,浦江,上海,fang.com
浦锦路1306号,商业,闵行,浦江,上海,fang.com
前滩禧悦商住楼,商业,闵行,浦江,上海,fang.com
三弦海上金街商住楼,商业,闵行,浦江,上海,fang.com
三鲁公路2755号小区,商业,闵行,浦江,上海,fang.com
旭辉浦江国际商住楼,商业,闵行,浦江,上海,fang.com
沪泰商住公寓,商业,闵行,浦江,上海,fang.com
魔方公寓(昌林路店),商业,闵行,浦江,上海,fang.com
同乐路158号小区,商业,闵行,罗阳,上海,fang.com
城家公寓(业祥路店),商业,闵行,罗阳,上海,fang.com
迪贸公寓,商业,闵行,罗阳,上海,fang.com
乐观青年公寓,商业,闵行,罗阳,上海,fang.com
文平公寓,商业,闵行,罗阳,上海,fang.com
剑桥丽苑,商业,闵行,老闵行,上海,fang.com
合生城邦一街坊公寓商住楼,商业,闵行,老闵行,上海,fang.com
景谷大厦,商业,闵行,老闵行,上海,fang.com
明珠大厦(闵行)商住楼,商业,闵行,老闵行,上海,fang.com
国利元通大厦,商业,闵行,航华,上海,fang.com
七韵美地苑商住楼,商业,闵行,航华,上海,fang.com
城家公寓(航东路店),商业,闵行,航华,上海,fang.com
城家公寓(吴宝路店),商业,闵行,航华,上海,fang.com
邻里苑,商业,闵行,莘庄,上海,fang.com
东苑世纪名门写字楼,写字楼,闵行,莘庄,上海,fang.com
金霄大厦,商业,闵行,莘庄,上海,fang.com
绿梅公寓(莘庄)商住楼,商业,闵行,莘庄,上海,fang.com
沁春名邸商住楼,商业,闵行,莘庄,上海,fang.com
沁春园新一村商住楼,商业,闵行,莘庄,上海,fang.com
秀上创业园,商业,闵行,莘庄,上海,fang.com
紫欣新座商住楼,商业,闵行,莘庄,上海,fang.com
七莘白领公寓,商业,闵行,莘庄,上海,fang.com
西环路100号,商业,闵行,莘庄,上海,fang.com
迎丰公寓,商业,闵行,莘庄,上海,fang.com
兆记青年公寓,商业,闵行,莘庄,上海,fang.com
虹桥金汇紫薇苑商住楼,商业,闵行,金汇,上海,fang.com
金坤公寓,商业,闵行,金汇,上海,fang.com
顺安公寓,商业,闵行,金汇,上海,fang.com
旭辉识庐商住楼,商业,闵行,金汇,上海,fang.com
城家公寓(虹中路店一期),商业,闵行,金汇,上海,fang.com
城家公寓(合川路店),商业,闵行,金汇,上海,fang.com
城家公寓(虹中路店二期),商业,闵行,金汇,上海,fang.com
新华红星国际广场公寓,商业,闵行,金汇,上海,fang.com
古北中央公园壹号公馆商住楼,商业,闵行,金虹桥,上海,fang.com
老外街国际文创生活园商住楼,商业,闵行,金虹桥,上海,fang.com
城家公寓(吴中路店),商业,闵行,金虹桥,上海,fang.com
城家公寓(古北店),商业,闵行,金虹桥,上海,fang.com
朗诗寓,商业,闵行,金虹桥,上海,fang.com
上海盛捷古北服务公寓,商业,闵行,金虹桥,上海,fang.com
虹桥晶典苑,商业,闵行,静安新城,上海,fang.com
大上海国际花园酒店公寓,商业,闵行,静安新城,上海,fang.com
九歌中庭商住楼,商业,闵行,静安新城,上海,fang.com
城家公寓(虹桥万象城店),商业,闵行,静安新城,上海,fang.com
上海龙湖天钜,商业,闵行,颛桥,上海,fang.com
东亚梧桐公馆商住楼,商业,闵行,颛桥,上海,fang.com
都市路431号商住楼,商业,闵行,颛桥,上海,fang.com
复地北桥城铂晶工寓,商业,闵行,颛桥,上海,fang.com
龙湖天琅商住楼,商业,闵行,颛桥,上海,fang.com
云集悦棠,商业,闵行,颛桥,上海,fang.com
上海雍臻公寓,商业,闵行,颛桥,上海,fang.com
索菲丽酒店公寓,商业,闵行,颛桥,上海,fang.com
联仲·都悦汇商住楼,商业,闵行,马桥,上海,fang.com
1688生活公寓,商业,闵行,马桥,上海,fang.com
昆阳青年公寓,商业,闵行,马桥,上海,fang.com
新华红星国际广场LOFT,商业,闵行,龙柏,上海,fang.com
先锋大厦,商业,闵行,龙柏,上海,fang.com
凤溪水产小区,商业,青浦,凤溪,上海,fang.com
博隆(虹桥)商业广场,商业,青浦,华新,上海,fang.com
北京新发地上海华金农副产品批发市场,商业,青浦,华新,上海,fang.com
凤腾大楼,商业,青浦,华新,上海,fang.com
上海华金农副产品批发市场,商业,青浦,华新,上海,fang.com
兆地尊庭商住楼,商业,青浦,华新,上海,fang.com
锦绣逸庭商住楼,商业,青浦,徐泾,上海,fang.com
珠江悦公馆,商业,青浦,徐泾,上海,fang.com
虹桥世界中心商住楼,商业,青浦,徐泾,上海,fang.com
米格天地,商业,青浦,徐泾,上海,fang.com
蟠龙里商住楼,商业,青浦,徐泾,上海,fang.com
